	podcast1	podcast2	score
5745	Punch Drunk Sports	The Astral Hustle with Cory Allen	0
5746	Punch Drunk Sports	Mindrolling with Raghu Markus	0
5747	Punch Drunk Sports	Chris Grosso The Indie Spiritualist	0
5748	Punch Drunk Sports	London Real	0
5749	Punch Drunk Sports	Onnit Podcast	0
5750	Punch Drunk Sports	Brody Stevens Festival Of Sports	38006835
5751	Punch Drunk Sports	The Steven Brody Stevens Festival Of Friendship	225177597
5752	Punch Drunk Sports	Wait Wait... Don't Tell Me!	0
5753	Punch Drunk Sports	Superego	0
5754	Punch Drunk Sports	Savage Lovecast	0
5755	Punch Drunk Sports	Tom Rhodes Radio Smart Camp	44610283
5756	Punch Drunk Sports	The Full Charge Power Hour featuring Matt Fulchiron	58319274
5757	Punch Drunk Sports	The 31 with Brandt Tobler	148956279
5758	Punch Drunk Sports	Good Times: With Steve Simeone	532292933
5759	Punch Drunk Sports	Twisting The Wind with Johnny Pemberton	2902292
5760	Punch Drunk Sports	LIVE TO TAPE with Johnny Pemberton	91049003
5761	Punch Drunk Sports	Mohr Stories with Jay Mohr	0
5762	Punch Drunk Sports	The Pony Hour	23834608
5763	Punch Drunk Sports	Jocko Podcast	0
5764	Punch Drunk Sports	The Tim Ferriss Show	0
5765	Punch Drunk Sports	StarTalk Radio	0
5766	Punch Drunk Sports	The Doug Stanhope Podcast	409500549
5767	Punch Drunk Sports	Bitch Sesh: A Real Housewives Breakdown	0
5768	Punch Drunk Sports	Put Your Hands Together with Cam and Rhea	4228912
5769	Punch Drunk Sports	Watch What Happens Live with Andy Cohen	0
5770	Punch Drunk Sports	Rap Radar Podcast	0
5771	Punch Drunk Sports	The Vlad Couch	0
5772	Punch Drunk Sports	Allegedly with Theo Von & Matthew Cole Weiss	68289770
5773	Punch Drunk Sports	This Life #YOULIVE With Dr Drew	119357775
5774	Punch Drunk Sports	With Friends Like These	0
5775	Punch Drunk Sports	The Axe Files with David Axelrod	0
5776	Punch Drunk Sports	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
5777	Punch Drunk Sports	The James Altucher Show	0
5778	Punch Drunk Sports	Bulletproof Radio	0
5779	Punch Drunk Sports	Revolution Health Radio	0
5780	Punch Drunk Sports	UFC Unfiltered with Jim Norton and Matt Serra	158696835
5781	Punch Drunk Sports	10% Happier with Dan Harris	0
5782	Punch Drunk Sports	Oprah’s SuperSoul Conversations	0
5783	Hannibal Buress: Handsome Rambler	Pirate Life Radio with Tait Fletcher	0
5784	Hannibal Buress: Handsome Rambler	Hear Me This Book	0
5785	Hannibal Buress: Handsome Rambler	The Jim Rome Podcast	0
5786	Hannibal Buress: Handsome Rambler	View from the Cheap Seats with the Sklar Brothers	0
5787	Hannibal Buress: Handsome Rambler	All Things Comedy Live	50761841
5788	Hannibal Buress: Handsome Rambler	Dom Irrera Live from the Laugh Factory	17117685
5789	Hannibal Buress: Handsome Rambler	Aubrey Marcus Podcast	0
5790	Hannibal Buress: Handsome Rambler	Happy Sad Confused	0
5791	Hannibal Buress: Handsome Rambler	Off Camera with Sam Jones	0
5792	Hannibal Buress: Handsome Rambler	Maltin on Movies	0
5793	Hannibal Buress: Handsome Rambler	How I Built This with Guy Raz	0
5794	Hannibal Buress: Handsome Rambler	Modern Love	0
5795	Hannibal Buress: Handsome Rambler	The School of Greatness	0
5796	Hannibal Buress: Handsome Rambler	The Ringer NBA Show	0
5797	Hannibal Buress: Handsome Rambler	The Mike Lupica Show	0
5798	Hannibal Buress: Handsome Rambler	Ask Me Another	0
5799	Hannibal Buress: Handsome Rambler	Dear Sugars	0
5800	Hannibal Buress: Handsome Rambler	The Bugle	0
5801	Hannibal Buress: Handsome Rambler	The Daily Zeitgeist	0
5802	Hannibal Buress: Handsome Rambler	SModcast	0
5803	Hannibal Buress: Handsome Rambler	I AM RAPAPORT: STEREO PODCAST	0
5804	Hannibal Buress: Handsome Rambler	Never Not Funny: The Jimmy Pardo Podcast	0
5805	Hannibal Buress: Handsome Rambler	The CrabFeast with Ryan Sickler and Jay Larson	164903885
5806	Hannibal Buress: Handsome Rambler	improv4humans with Matt Besser	0
5807	Hannibal Buress: Handsome Rambler	Gilbert Gottfried's Amazing Colossal Podcast	0
5808	Hannibal Buress: Handsome Rambler	Jordan, Jesse GO!	30904533
5809	Hannibal Buress: Handsome Rambler	Bullseye with Jesse Thorn	15756885
5810	Hannibal Buress: Handsome Rambler	Stop Podcasting Yourself	0
5811	Hannibal Buress: Handsome Rambler	SPONTANEANATION with Paul F. Tompkins	0
5812	Hannibal Buress: Handsome Rambler	The Pod F. Tompkast	0
5813	Hannibal Buress: Handsome Rambler	The Dead Authors Podcast	0
5814	Hannibal Buress: Handsome Rambler	The Bone Zone	27614550
5815	Hannibal Buress: Handsome Rambler	Economic Rockstar	0
5816	Hannibal Buress: Handsome Rambler	Don't Ever Change with John Roy	0
5817	Hannibal Buress: Handsome Rambler	The K Ohle with Kurt Braunohler	0
5818	Hannibal Buress: Handsome Rambler	Steve Agee: Uhhh	0
5819	Hannibal Buress: Handsome Rambler	High and Mighty	0
5820	Hannibal Buress: Handsome Rambler	Kumail Nanjiani's The X-Files Files	44675617
5821	Hannibal Buress: Handsome Rambler	Getting Curious with Jonathan Van Ness	0
5822	Hannibal Buress: Handsome Rambler	Hollywood Handbook	0
5823	Hannibal Buress: Handsome Rambler	RuPaul: What's The Tee with Michelle Visage	0
5824	Hannibal Buress: Handsome Rambler	Shane And Friends	0
5825	Hannibal Buress: Handsome Rambler	Not Too Deep with Grace Helbig	0
5826	Hannibal Buress: Handsome Rambler	Think Again – a Big Think Podcast	0
5827	Hannibal Buress: Handsome Rambler	Rationally Speaking	0
5828	Hannibal Buress: Handsome Rambler	Skepticality: The Official Podcast of Skeptic Magazine	0
5829	Hannibal Buress: Handsome Rambler	Friendly Atheist Podcast	0
5830	Hannibal Buress: Handsome Rambler	Snoop Dogg's GGN Podcast	24476384
5831	Hannibal Buress: Handsome Rambler	Katie Couric	0
5832	Hannibal Buress: Handsome Rambler	Entrepreneurial Thought Leaders	0
5833	Hannibal Buress: Handsome Rambler	The Ezra Klein Show	0
5834	Hannibal Buress: Handsome Rambler	The Talk Show With John Gruber	0
5835	Hannibal Buress: Handsome Rambler	Here We Are	0
5836	Hannibal Buress: Handsome Rambler	Double Date Podcast	31027865
5837	Hannibal Buress: Handsome Rambler	It's All Happening	0
5838	Hannibal Buress: Handsome Rambler	The Astral Hustle with Cory Allen	0
5839	Hannibal Buress: Handsome Rambler	Mindrolling with Raghu Markus	0
5840	Hannibal Buress: Handsome Rambler	Chris Grosso The Indie Spiritualist	0
5841	Hannibal Buress: Handsome Rambler	London Real	0
5842	Hannibal Buress: Handsome Rambler	Onnit Podcast	0
5843	Hannibal Buress: Handsome Rambler	Brody Stevens Festival Of Sports	0
5844	Hannibal Buress: Handsome Rambler	The Steven Brody Stevens Festival Of Friendship	0
5845	Hannibal Buress: Handsome Rambler	Wait Wait... Don't Tell Me!	0
5846	Hannibal Buress: Handsome Rambler	Superego	0
5847	Hannibal Buress: Handsome Rambler	Savage Lovecast	0
5848	Hannibal Buress: Handsome Rambler	Tom Rhodes Radio Smart Camp	0
5849	Hannibal Buress: Handsome Rambler	The Full Charge Power Hour featuring Matt Fulchiron	26559000
5850	Hannibal Buress: Handsome Rambler	The 31 with Brandt Tobler	22711350
5851	Hannibal Buress: Handsome Rambler	Good Times: With Steve Simeone	0
5852	Hannibal Buress: Handsome Rambler	Twisting The Wind with Johnny Pemberton	0
5853	Hannibal Buress: Handsome Rambler	LIVE TO TAPE with Johnny Pemberton	0
5854	Hannibal Buress: Handsome Rambler	Mohr Stories with Jay Mohr	0
5855	Hannibal Buress: Handsome Rambler	The Pony Hour	0
5856	Hannibal Buress: Handsome Rambler	Jocko Podcast	0
5857	Hannibal Buress: Handsome Rambler	The Tim Ferriss Show	0
5858	Hannibal Buress: Handsome Rambler	StarTalk Radio	0
5859	Hannibal Buress: Handsome Rambler	The Doug Stanhope Podcast	0
5860	Hannibal Buress: Handsome Rambler	Bitch Sesh: A Real Housewives Breakdown	0
5861	Hannibal Buress: Handsome Rambler	Put Your Hands Together with Cam and Rhea	83671965
5862	Hannibal Buress: Handsome Rambler	Watch What Happens Live with Andy Cohen	7900470
5863	Hannibal Buress: Handsome Rambler	Rap Radar Podcast	7479992
5864	Hannibal Buress: Handsome Rambler	The Vlad Couch	29921556
5865	Hannibal Buress: Handsome Rambler	Allegedly with Theo Von & Matthew Cole Weiss	0
5866	Hannibal Buress: Handsome Rambler	This Life #YOULIVE With Dr Drew	0
5867	Hannibal Buress: Handsome Rambler	With Friends Like These	0
5868	Hannibal Buress: Handsome Rambler	The Axe Files with David Axelrod	0
5869	Hannibal Buress: Handsome Rambler	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	25133346
5870	Hannibal Buress: Handsome Rambler	The James Altucher Show	14721310
5871	Hannibal Buress: Handsome Rambler	Bulletproof Radio	0
5872	Hannibal Buress: Handsome Rambler	Revolution Health Radio	0
5873	Hannibal Buress: Handsome Rambler	UFC Unfiltered with Jim Norton and Matt Serra	0
5874	Hannibal Buress: Handsome Rambler	10% Happier with Dan Harris	0
5875	Hannibal Buress: Handsome Rambler	Oprah’s SuperSoul Conversations	0
5876	Pirate Life Radio with Tait Fletcher	Hear Me This Book	85439090
5877	Pirate Life Radio with Tait Fletcher	The Jim Rome Podcast	0
5878	Pirate Life Radio with Tait Fletcher	View from the Cheap Seats with the Sklar Brothers	24090119
5879	Pirate Life Radio with Tait Fletcher	All Things Comedy Live	29401386
5880	Pirate Life Radio with Tait Fletcher	Dom Irrera Live from the Laugh Factory	66516338
5881	Pirate Life Radio with Tait Fletcher	Aubrey Marcus Podcast	118560552
5882	Pirate Life Radio with Tait Fletcher	Happy Sad Confused	0
5883	Pirate Life Radio with Tait Fletcher	Off Camera with Sam Jones	0
5884	Pirate Life Radio with Tait Fletcher	Maltin on Movies	0
5885	Pirate Life Radio with Tait Fletcher	How I Built This with Guy Raz	0
5886	Pirate Life Radio with Tait Fletcher	Modern Love	0
5887	Pirate Life Radio with Tait Fletcher	The School of Greatness	11033456
5888	Pirate Life Radio with Tait Fletcher	The Ringer NBA Show	0
5889	Pirate Life Radio with Tait Fletcher	The Mike Lupica Show	0
5890	Pirate Life Radio with Tait Fletcher	Ask Me Another	0
5891	Pirate Life Radio with Tait Fletcher	Dear Sugars	0
5892	Pirate Life Radio with Tait Fletcher	The Bugle	0
5893	Pirate Life Radio with Tait Fletcher	The Daily Zeitgeist	0
5894	Pirate Life Radio with Tait Fletcher	SModcast	76427363
5895	Pirate Life Radio with Tait Fletcher	I AM RAPAPORT: STEREO PODCAST	0
5896	Pirate Life Radio with Tait Fletcher	Never Not Funny: The Jimmy Pardo Podcast	0
5897	Pirate Life Radio with Tait Fletcher	The CrabFeast with Ryan Sickler and Jay Larson	371318080
5898	Pirate Life Radio with Tait Fletcher	improv4humans with Matt Besser	0
5899	Pirate Life Radio with Tait Fletcher	Gilbert Gottfried's Amazing Colossal Podcast	0
5900	Pirate Life Radio with Tait Fletcher	Jordan, Jesse GO!	0
5901	Pirate Life Radio with Tait Fletcher	Bullseye with Jesse Thorn	0
5902	Pirate Life Radio with Tait Fletcher	Stop Podcasting Yourself	0
5903	Pirate Life Radio with Tait Fletcher	SPONTANEANATION with Paul F. Tompkins	0
5904	Pirate Life Radio with Tait Fletcher	The Pod F. Tompkast	0
5905	Pirate Life Radio with Tait Fletcher	The Dead Authors Podcast	0
5906	Pirate Life Radio with Tait Fletcher	The Bone Zone	0
5907	Pirate Life Radio with Tait Fletcher	Economic Rockstar	0
5908	Pirate Life Radio with Tait Fletcher	Don't Ever Change with John Roy	36814860
5909	Pirate Life Radio with Tait Fletcher	The K Ohle with Kurt Braunohler	0
5910	Pirate Life Radio with Tait Fletcher	Steve Agee: Uhhh	0
5911	Pirate Life Radio with Tait Fletcher	High and Mighty	0
5912	Pirate Life Radio with Tait Fletcher	Kumail Nanjiani's The X-Files Files	0
5913	Pirate Life Radio with Tait Fletcher	Getting Curious with Jonathan Van Ness	0
5914	Pirate Life Radio with Tait Fletcher	Hollywood Handbook	0
5915	Pirate Life Radio with Tait Fletcher	RuPaul: What's The Tee with Michelle Visage	0
5916	Pirate Life Radio with Tait Fletcher	Shane And Friends	0
5917	Pirate Life Radio with Tait Fletcher	Not Too Deep with Grace Helbig	0
5918	Pirate Life Radio with Tait Fletcher	Think Again – a Big Think Podcast	0
5919	Pirate Life Radio with Tait Fletcher	Rationally Speaking	0
5920	Pirate Life Radio with Tait Fletcher	Skepticality: The Official Podcast of Skeptic Magazine	0
5921	Pirate Life Radio with Tait Fletcher	Friendly Atheist Podcast	0
5922	Pirate Life Radio with Tait Fletcher	Snoop Dogg's GGN Podcast	0
5923	Pirate Life Radio with Tait Fletcher	Katie Couric	0
5924	Pirate Life Radio with Tait Fletcher	Entrepreneurial Thought Leaders	0
5925	Pirate Life Radio with Tait Fletcher	The Ezra Klein Show	0
5926	Pirate Life Radio with Tait Fletcher	The Talk Show With John Gruber	0
5927	Pirate Life Radio with Tait Fletcher	Here We Are	0
5928	Pirate Life Radio with Tait Fletcher	Double Date Podcast	0
5929	Pirate Life Radio with Tait Fletcher	It's All Happening	0
5930	Pirate Life Radio with Tait Fletcher	The Astral Hustle with Cory Allen	47607456
5931	Pirate Life Radio with Tait Fletcher	Mindrolling with Raghu Markus	0
5932	Pirate Life Radio with Tait Fletcher	Chris Grosso The Indie Spiritualist	0
5933	Pirate Life Radio with Tait Fletcher	London Real	166907746
5934	Pirate Life Radio with Tait Fletcher	Onnit Podcast	268964441
5935	Pirate Life Radio with Tait Fletcher	Brody Stevens Festival Of Sports	28257236
5936	Pirate Life Radio with Tait Fletcher	The Steven Brody Stevens Festival Of Friendship	82902861
5937	Pirate Life Radio with Tait Fletcher	Wait Wait... Don't Tell Me!	0
5938	Pirate Life Radio with Tait Fletcher	Superego	0
5939	Pirate Life Radio with Tait Fletcher	Savage Lovecast	0
5940	Pirate Life Radio with Tait Fletcher	Tom Rhodes Radio Smart Camp	0
5941	Pirate Life Radio with Tait Fletcher	The Full Charge Power Hour featuring Matt Fulchiron	23536800
5942	Pirate Life Radio with Tait Fletcher	The 31 with Brandt Tobler	170335986
5943	Pirate Life Radio with Tait Fletcher	Good Times: With Steve Simeone	55097172
5944	Pirate Life Radio with Tait Fletcher	Twisting The Wind with Johnny Pemberton	0
5945	Pirate Life Radio with Tait Fletcher	LIVE TO TAPE with Johnny Pemberton	43212861
5946	Pirate Life Radio with Tait Fletcher	Mohr Stories with Jay Mohr	0
5947	Pirate Life Radio with Tait Fletcher	The Pony Hour	23795503
5948	Pirate Life Radio with Tait Fletcher	Jocko Podcast	0
5949	Pirate Life Radio with Tait Fletcher	The Tim Ferriss Show	30061724
5950	Pirate Life Radio with Tait Fletcher	StarTalk Radio	0
5951	Pirate Life Radio with Tait Fletcher	The Doug Stanhope Podcast	109265347
5952	Pirate Life Radio with Tait Fletcher	Bitch Sesh: A Real Housewives Breakdown	0
5953	Pirate Life Radio with Tait Fletcher	Put Your Hands Together with Cam and Rhea	0
5954	Pirate Life Radio with Tait Fletcher	Watch What Happens Live with Andy Cohen	0
5955	Pirate Life Radio with Tait Fletcher	Rap Radar Podcast	0
5956	Pirate Life Radio with Tait Fletcher	The Vlad Couch	0
5957	Pirate Life Radio with Tait Fletcher	Allegedly with Theo Von & Matthew Cole Weiss	0
5958	Pirate Life Radio with Tait Fletcher	This Life #YOULIVE With Dr Drew	43387596
5959	Pirate Life Radio with Tait Fletcher	With Friends Like These	0
5960	Pirate Life Radio with Tait Fletcher	The Axe Files with David Axelrod	0
5961	Pirate Life Radio with Tait Fletcher	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
5962	Pirate Life Radio with Tait Fletcher	The James Altucher Show	0
5963	Pirate Life Radio with Tait Fletcher	Bulletproof Radio	7516074
5964	Pirate Life Radio with Tait Fletcher	Revolution Health Radio	18551295
5965	Pirate Life Radio with Tait Fletcher	UFC Unfiltered with Jim Norton and Matt Serra	146078773
5966	Pirate Life Radio with Tait Fletcher	10% Happier with Dan Harris	0
5967	Pirate Life Radio with Tait Fletcher	Oprah’s SuperSoul Conversations	0
5968	Hear Me This Book	The Jim Rome Podcast	0
5969	Hear Me This Book	View from the Cheap Seats with the Sklar Brothers	47529376
5970	Hear Me This Book	All Things Comedy Live	141351187
5971	Hear Me This Book	Dom Irrera Live from the Laugh Factory	197755079
5972	Hear Me This Book	Aubrey Marcus Podcast	0
5973	Hear Me This Book	Happy Sad Confused	26021919
5974	Hear Me This Book	Off Camera with Sam Jones	12752454
5975	Hear Me This Book	Maltin on Movies	14672691
5976	Hear Me This Book	How I Built This with Guy Raz	0
5977	Hear Me This Book	Modern Love	5144022
5978	Hear Me This Book	The School of Greatness	0
5979	Hear Me This Book	The Ringer NBA Show	0
5980	Hear Me This Book	The Mike Lupica Show	0
5981	Hear Me This Book	Ask Me Another	10621260
5982	Hear Me This Book	Dear Sugars	0
5983	Hear Me This Book	The Bugle	0
5984	Hear Me This Book	The Daily Zeitgeist	0
5985	Hear Me This Book	SModcast	0
5986	Hear Me This Book	I AM RAPAPORT: STEREO PODCAST	0
5987	Hear Me This Book	Never Not Funny: The Jimmy Pardo Podcast	0
5988	Hear Me This Book	The CrabFeast with Ryan Sickler and Jay Larson	676791110
5989	Hear Me This Book	improv4humans with Matt Besser	0
5990	Hear Me This Book	Gilbert Gottfried's Amazing Colossal Podcast	0
5991	Hear Me This Book	Jordan, Jesse GO!	39797736
5992	Hear Me This Book	Bullseye with Jesse Thorn	0
5993	Hear Me This Book	Stop Podcasting Yourself	19532175
5994	Hear Me This Book	SPONTANEANATION with Paul F. Tompkins	0
5995	Hear Me This Book	The Pod F. Tompkast	38033325
5996	Hear Me This Book	The Dead Authors Podcast	11382756
5997	Hear Me This Book	The Bone Zone	148527686
5998	Hear Me This Book	Economic Rockstar	0
5999	Hear Me This Book	Don't Ever Change with John Roy	97801158
6000	Hear Me This Book	The K Ohle with Kurt Braunohler	113816824
6001	Hear Me This Book	Steve Agee: Uhhh	23822371
6002	Hear Me This Book	High and Mighty	0
6003	Hear Me This Book	Kumail Nanjiani's The X-Files Files	25225629
6004	Hear Me This Book	Getting Curious with Jonathan Van Ness	0
6005	Hear Me This Book	Hollywood Handbook	0
6006	Hear Me This Book	RuPaul: What's The Tee with Michelle Visage	0
6007	Hear Me This Book	Shane And Friends	16583787
6008	Hear Me This Book	Not Too Deep with Grace Helbig	0
6009	Hear Me This Book	Think Again – a Big Think Podcast	40843078
6010	Hear Me This Book	Rationally Speaking	0
6011	Hear Me This Book	Skepticality: The Official Podcast of Skeptic Magazine	0
6012	Hear Me This Book	Friendly Atheist Podcast	0
6013	Hear Me This Book	Snoop Dogg's GGN Podcast	10117055
6014	Hear Me This Book	Katie Couric	0
6015	Hear Me This Book	Entrepreneurial Thought Leaders	0
6016	Hear Me This Book	The Ezra Klein Show	0
6017	Hear Me This Book	The Talk Show With John Gruber	0
6018	Hear Me This Book	Here We Are	0
6019	Hear Me This Book	Double Date Podcast	0
6020	Hear Me This Book	It's All Happening	0
6021	Hear Me This Book	The Astral Hustle with Cory Allen	0
6022	Hear Me This Book	Mindrolling with Raghu Markus	0
6023	Hear Me This Book	Chris Grosso The Indie Spiritualist	0
6024	Hear Me This Book	London Real	0
6025	Hear Me This Book	Onnit Podcast	0
6026	Hear Me This Book	Brody Stevens Festival Of Sports	19691032
6027	Hear Me This Book	The Steven Brody Stevens Festival Of Friendship	270625103
6028	Hear Me This Book	Wait Wait... Don't Tell Me!	0
6029	Hear Me This Book	Superego	0
6030	Hear Me This Book	Savage Lovecast	0
6031	Hear Me This Book	Tom Rhodes Radio Smart Camp	116314410
